,__id,__site_id,__title,__subtitle,__seller_id,__category_id,__official_store_id,__price,__base_price,__original_price,__currency_id,__initial_quantity,__available_quantity,__sold_quantity,__buying_mode,__listing_type_id,__start_time,__stop_time,__condition,__permalink,__thumbnail_id,__thumbnail,__secure_thumbnail,__video_id,__accepts_mercadopago,__non_mercado_pago_payment_methods,__shipping__mode,__shipping__tags,__shipping__dimensions,__shipping__local_pick_up,__shipping__free_shipping,__shipping__logistic_type,__shipping__store_pick_up,__international_delivery_mode,__seller_address__city__name,__seller_address__state__id,__seller_address__state__name,__seller_address__country__id,__seller_address__country__name,__seller_address__search_location__neighborhood__id,__seller_address__search_location__neighborhood__name,__seller_address__search_location__city__id,__seller_address__search_location__city__name,__seller_address__search_location__state__id,__seller_address__search_location__state__name,__seller_address__id,__seller_contact,__coverage_areas,__warnings,__listing_source,__variations,__status,__sub_status,__tags,__warranty,__catalog_product_id,__domain_id,__parent_item_id,__differential_pricing,__deal_ids,__automatic_relist,__date_created,__last_updated,__health,__catalog_listing,__sale_terms_0__id,__sale_terms_0__name,__sale_terms_0__value_id,__sale_terms_0__value_name,__sale_terms_0__value_struct,__sale_terms_1__id,__sale_terms_1__name,__sale_terms_1__value_id,__sale_terms_1__value_name,__sale_terms_1__value_struct__number,__sale_terms_1__value_struct__unit,__sale_terms_2__id,__sale_terms_2__name,__sale_terms_2__value_id,__sale_terms_2__value_name,__sale_terms_2__value_struct,__sale_terms_3__id,__sale_terms_3__name,__sale_terms_3__value_id,__sale_terms_3__value_name,__sale_terms_3__value_struct,__sale_terms_4,__descriptions_0__id,__descriptions_1,__shipping__free_methods_0__id,__shipping__free_methods_0__rule__default,__shipping__free_methods_0__rule__free_mode,__shipping__free_methods_0__rule__free_shipping_flag,__shipping__free_methods_0__rule__value,__shipping__free_methods_1,BRAND,MODEL,ACCESSORIES_INCLUDED,ALPHANUMERIC_MODEL,ASPECT_RATIO,COLOR,DEPTH,DISPLAY_SIZE,DISPLAY_TYPE,GTIN,HDMI_PORTS_NUMBER,HEIGHT,INTEGRATED_APPS,IS_3D,IS_CURVED,IS_PORTABLE,IS_SMART,ITEM_CONDITION,LINE,MAX_RESOLUTION,MAX_SPEAKERS_POWER,OPERATIVE_SYSTEM,PACKAGE_HEIGHT,PACKAGE_LENGTH,PACKAGE_WEIGHT,PACKAGE_WIDTH,RESOLUTION_TYPE,SELLER_SKU,SOUND_MODES,SPEAKERS_NUMBER,USB_PORTS_NUMBER,VOLTAGE,WEIGHT,WIDTH,WITH_AUTO_POWER_OFF,WITH_BLUETOOTH,WITH_ETHERNET,WITH_HDMI,WITH_HDR,WITH_HIDDEN_CABLES,WITH_SCREEN_SHARE_FUNCTION,WITH_USB,WITH_WI_FI,pictures,__sale_terms_3,INTEGRATED_VIRTUAL_ASSISTANTS,WITH_INTEGRATED_VOICE_COMMAND,__sale_terms_0__value_struct__number,__sale_terms_0__value_struct__unit,__sale_terms_1__value_struct,DISPLAY_TECHNOLOGY,ORIGIN,WITH_VOICE_COMMAND,BRIGHTNESS,CONTRAST_RATIO,EXCLUSIVE_CHANNEL,HORIZONTAL_VIEWING_ANGLE,IS_KIT,PROCESSOR_CORES_NUMBER,PRODUCT_DATA_SOURCE,PRODUCT_FEATURES,RESPONSE_TIME,SHIPMENT_PACKING,STORAGE_CAPACITY,VERTICAL_VIEWING_ANGLE,WITH_VGA,__sale_terms,__seller_address__city__id,__sale_terms_2__value_struct__number,__sale_terms_2__value_struct__unit,__sale_terms_1,ADDITIONAL_INFO_REQUIRED,__sale_terms_2,WITH_NETFLIX,WITH_WEB_BROWSER,WITH_YOUTUBE,__shipping__methods,__sale_terms_3__value_struct__number,__sale_terms_3__value_struct__unit,ORIGIN_COUNTRY,MANUFACTURING_TIME,__variations_0__id,__variations_0__price,__variations_0__attribute_combinations,__variations_0__available_quantity,__variations_0__sold_quantity,__variations_0__sale_terms,__variations_0__picture_ids,__variations_0__catalog_product_id,__variations_1,__descriptions,VIEWING_ANGLE,IS_FLAMMABLE,DESIGN_AND_FUNCTIONALITY,COUNTRIES_WITH_MAGIC_CONTROL_INCLUDED,PART_NUMBER
604,MLA909427919,MLA,Tv Led Samsung Mu6500 65' Curvo,,10817827,MLA1002,,105000.0,105000.0,,ARS,1,1,0,buy_it_now,gold_special,2021-02-23T23:12:34.000Z,2041-02-18T04:00:00.000Z,used,https://articulo.mercadolibre.com.ar/MLA-909427919-tv-led-samsung-mu6500-65-curvo-_JM,786156-MLA44975885747_022021,http://http2.mlstatic.com/D_786156-MLA44975885747_022021-I.jpg,https://http2.mlstatic.com/D_786156-MLA44975885747_022021-I.jpg,,True,[],not_specified,[],,True,False,not_specified,False,none,Villa Urquiza,AR-C,Capital Federal,AR,Argentina,TUxBQlZJTDcwOTla,Villa Urquiza,TUxBQ0NBUGZlZG1sYQ,Capital Federal,TUxBUENBUGw3M2E1,Capital Federal,81884437,,[],[],,[],active,[],['immediate_payment'],Sin garantía,MLA8745095,MLA-TELEVISIONS,,,[],False,2021-02-23T23:12:34.000Z,2021-03-05T22:50:16.000Z,0.8,False,WARRANTY_TYPE,Tipo de garantía,6150835,Sin garantía,,,,,,,,,,,,,,,,,,,MLA909427919-3253206625,,,,,,,,Samsung,UN65MU6500,"Control remoto,Cable de alimentación",UN65MU6500GCZB,,Negro,,"65 """,LED,7790000000003,,,,No,Sí,No,Sí,Usado,Series 6,,,,,,,,4K,,,,,,,,,,,Sí,Sí,,,Sí,Sí,5,,,,,,,,,,,,,,,,,,,,,,,,TUxBQlZJTDcwOTla,,,,,,,,,[],,,,,,,,,,,,,,,,,,,
605,MLA898177305,MLA,Smart Tv 75 Pulgadas Philips Modelo 75pug7502 Pantalla Rota ,,415834705,MLA1002,,42022.62,42022.62,,ARS,1,1,0,buy_it_now,gold_special,2020-11-21T05:52:23.000Z,2040-11-16T04:00:00.000Z,used,https://articulo.mercadolibre.com.ar/MLA-898177305-smart-tv-75-pulgadas-philips-modelo-75pug7502-pantalla-rota-_JM,629288-MLA44138495658_112020,http://http2.mlstatic.com/D_629288-MLA44138495658_112020-I.jpg,https://http2.mlstatic.com/D_629288-MLA44138495658_112020-I.jpg,,True,[],not_specified,[],,True,False,not_specified,False,none,General Rodríguez,AR-B,Buenos Aires,AR,Argentina,,,TUxBQ0dFTjk2MmVl,General Rodríguez,TUxBUEdSQWVmNTVm,Bs.As. G.B.A. Oeste,1029037475,,[],[],,[],active,[],"['poor_quality_picture', 'immediate_payment']",Sin garantía,MLA9051118,MLA-TELEVISIONS,,,[],False,2020-11-21T05:52:23.000Z,2021-03-11T02:52:25.000Z,0.8,False,WARRANTY_TYPE,Tipo de garantía,6150835,Sin garantía,,,,,,,,,,,,,,,,,,,MLA898177305-3061814268,,,,,,,,Philips,75PUG8502,"Control remoto,Baterías,Cable de alimentación",75PUG8502/77,16:9,Negro,10.2 cm,"75 """,LED,,4,97.7 cm,"Youtube,Netflix,Web browser",No,No,Sí,Sí,Usado,8500 Series,3840 px - 2160 px,20 W,,,,,,4K,,Surround,2,2,110V/220V,35.35 kg,168.4 cm,Sí,,Sí,Sí,Sí,,,Sí,Sí,4,,,Sí,,,,,,,,,Mercado Libre,,,4,,,,,,,,,TUxBQ0dFTjY4NTg,,,,,,Sí,Sí,Sí,[],,,,,,,,,,,,,,,,,,,
606,MLA900615070,MLA,"Tv Rca L49nxtsmart  Sin Imagen Con Sonido,lo Reparamos  ",,519613412,MLA1002,,7500.0,7500.0,,ARS,1,1,0,buy_it_now,gold_special,2020-12-10T23:59:45.000Z,2040-12-05T04:00:00.000Z,used,https://articulo.mercadolibre.com.ar/MLA-900615070-tv-rca-l49nxtsmart-sin-imagen-con-sonidolo-reparamos-_JM,877037-MLA44298920572_122020,http://http2.mlstatic.com/D_877037-MLA44298920572_122020-I.jpg,https://http2.mlstatic.com/D_877037-MLA44298920572_122020-I.jpg,,True,[],me2,[],,True,False,drop_off,False,none,Don Torcuato,AR-B,Buenos Aires,AR,Argentina,TUxBQkdFTjIxNjJa,General Pacheco,TUxBQ1RJRzk0ZjQw,Tigre,TUxBUEdSQWU4ZDkz,Bs.As. G.B.A. Norte,1085805677,,[],[],,[],active,[],"['immediate_payment', 'cart_eligible']",Garantía del vendedor: 3 meses,MLA8060004,MLA-TELEVISIONS,,,[],False,2020-12-10T23:59:46.000Z,2021-03-09T17:33:33.000Z,0.62,False,WARRANTY_TIME,Tiempo de garantía,,3 meses,,WARRANTY_TYPE,Tipo de garantía,2230280,Garantía del vendedor,,,,,,,,,,,,,,MLA900615070-3098391998,,,,,,,,RCA,L49NXTSMART,"Control remoto,Cable de alimentación",L49nxtsmart,16:9,Negro,21.7 cm,"49 """,LED,,3,70.35 cm,"Youtube,Netflix,Web browser",No,No,No,Sí,Usado,4ksmart,1920 px - 1080 px,16 W,,,,,,4K,,"Stereo,Mono",2,2,,11.5 kg,110.29 cm,,,Sí,Sí,No,,,Sí,Sí,3,,,,3.0,meses,,,,,,,,,,,,,,,,,,,QVItQkRvbiBUb3JjdWF0bw,,,,,,,,,[],,,,,,,,,,,,,,,,,,,
607,MLA907670608,MLA,Smart Tv 55  4k Toshiba Impecable ,,4541694,MLA1002,,49999.99,49999.99,,ARS,1,1,0,buy_it_now,gold_special,2021-02-08T23:58:03.000Z,2041-02-03T04:00:00.000Z,used,https://articulo.mercadolibre.com.ar/MLA-907670608-smart-tv-55-4k-toshiba-impecable-_JM,981238-MLA44841439160_022021,http://http2.mlstatic.com/D_981238-MLA44841439160_022021-I.jpg,https://http2.mlstatic.com/D_981238-MLA44841439160_022021-I.jpg,,True,[],me2,[],,True,False,drop_off,False,none,La Matanza,AR-B,Buenos Aires,AR,Argentina,,,TUxBQ0xBTWF0YW56,La Matanza,TUxBUEdSQWVmNTVm,Bs.As. G.B.A. Oeste,105282390,,[],[],,[],active,[],"['immediate_payment', 'cart_eligible']",Sin garantía,MLA10125309,MLA-TELEVISIONS,,,[],False,2021-02-08T23:58:03.000Z,2021-03-04T19:12:36.205Z,0.62,False,WARRANTY_TYPE,Tipo de garantía,6150835,Sin garantía,,,,,,,,,,,,,,,,,,,MLA907670608-3225166663,,,,,,,,Toshiba,55U4700LA,"Control remoto,Cable de alimentación",4700LA,16:9,Negro,9 cm,"55 """,LED,,3,75.7 cm,,No,No,No,Sí,Usado,Smart 4K,3840 px - 2160 px,,,,,,,4K,,,,2,,,124.3 cm,Sí,,Sí,Sí,No,,,Sí,Sí,2,,,,,,,,,,,,Mercado Libre,,,,,,,,,,,,TUxBQ0xBTWF0YW56,,,,,,,,,[],,,,,,,,,,,,,,,,,,,
608,MLA850534980,MLA,Tv Aoc 50  Le50d1452/28 Reparacion De Leds/backlight  ,,519613412,MLA1002,,7500.0,7500.0,,ARS,3,1,1,buy_it_now,gold_special,2020-04-20T22:52:17.000Z,2040-04-26T23:36:55.000Z,used,https://articulo.mercadolibre.com.ar/MLA-850534980-tv-aoc-50-le50d145228-reparacion-de-ledsbacklight-_JM,967638-MLA41493711995_042020,http://http2.mlstatic.com/D_967638-MLA41493711995_042020-I.jpg,https://http2.mlstatic.com/D_967638-MLA41493711995_042020-I.jpg,,True,[],me2,[],,True,False,drop_off,False,none,Don Torcuato,AR-B,Buenos Aires,AR,Argentina,TUxBQkdFTjIxNjJa,General Pacheco,TUxBQ1RJRzk0ZjQw,Tigre,TUxBUEdSQWU4ZDkz,Bs.As. G.B.A. Norte,1085805677,,[],[],,[],active,[],"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",Garantía del vendedor: 4 meses,MLA8356109,MLA-TELEVISIONS,,,[],False,2020-04-20T22:52:17.000Z,2021-02-25T14:01:32.000Z,0.71,False,WARRANTY_TYPE,Tipo de garantía,2230280,Garantía del vendedor,,WARRANTY_TIME,Tiempo de garantía,,4 meses,4.0,meses,,,,,,,,,,,,MLA850534980-2621160699,,,,,,,,AOC,LE50D1452,"Control remoto,Cable de alimentación",Le50d1452/28,,Negro,,"50 """,LED,,,,,No,No,No,Sí,Usado,Led,3840 px - 2160 px,,,,,,,4K,,,,,,,,,,,Sí,No,,,Sí,,3,,,,,,,,Argentina,,,,,,,,,,,,,,,,QVItQkRvbiBUb3JjdWF0bw,,,,,,,,,[],,,,,,,,,,,,,,,,,,,
609,MLA907457498,MLA,Led Sony 75  Xbr75x850e,,8522094,MLA1002,,260000.0,260000.0,,ARS,1,1,0,buy_it_now,gold_special,2021-02-07T04:09:20.000Z,2041-02-02T04:00:00.000Z,used,https://articulo.mercadolibre.com.ar/MLA-907457498-led-sony-75-xbr75x850e-_JM,699129-MLA44828249090_022021,http://http2.mlstatic.com/D_699129-MLA44828249090_022021-I.jpg,https://http2.mlstatic.com/D_699129-MLA44828249090_022021-I.jpg,C2FwHkyphcI,True,[],not_specified,[],,True,False,not_specified,False,none,La Plata,AR-B,Buenos Aires,AR,Argentina,TUxBQkxBUDgzNjRa,La Plata,TUxBQ0xBUGxhdGE,La Plata,TUxBUEdSQXJlMDNm,Bs.As. G.B.A. Sur,1099265367,,[],[],,[],active,[],['immediate_payment'],Sin garantía,MLA15193980,MLA-TELEVISIONS,,,[],False,2021-02-07T04:09:21.000Z,2021-03-10T04:16:05.193Z,0.6,False,WARRANTY_TYPE,Tipo de garantía,6150835,Sin garantía,,,,,,,,,,,,,,,,,,,,,,,,,,,Sony,XBR-75X850E,"Control remoto,Cable de alimentación",,,,,"75 """,LED,,,,,,No,,Sí,Usado,,,,,,,,,4K,,,,,,,,,,,Sí,Sí,,,Sí,Sí,3,,,,,,,,,,,,,,,,,,,,,,,,TUxBQ0xBUGxhdGE,,,,,,,,,[],,,,,,,,,,,,,,[],,,,,
610,MLA911193300,MLA,Led Samsung 65  Smart 4k Uhd Ni 2 Años De Uso. Caja Y Manual,,94887016,MLA1002,,110000.0,110000.0,,ARS,1,1,0,buy_it_now,gold_special,2021-03-09T19:55:53.000Z,2041-03-04T04:00:00.000Z,used,https://articulo.mercadolibre.com.ar/MLA-911193300-led-samsung-65-smart-4k-uhd-ni-2-anos-de-uso-caja-y-manual-_JM,948372-MLA45143665494_032021,http://http2.mlstatic.com/D_948372-MLA45143665494_032021-I.jpg,https://http2.mlstatic.com/D_948372-MLA45143665494_032021-I.jpg,,True,[],not_specified,[],,True,False,not_specified,False,none,Temperley,AR-B,Buenos Aires,AR,Argentina,TUxBQlRFTTExMDFa,Temperley,TUxBQ0xPTWMwNjk3,Lomas de Zamora,TUxBUEdSQXJlMDNm,Bs.As. G.B.A. Sur,181456406,,[],[],,[],active,[],"['good_quality_picture', 'immediate_payment']",Sin garantía,,MLA-TELEVISIONS,,,[],False,2021-03-09T19:55:53.000Z,2021-03-10T12:37:15.000Z,0.6,False,WARRANTY_TYPE,Tipo de garantía,6150835,Sin garantía,,,,,,,,,,,,,,,,,,,MLA911193300-3297068593,,,,,,,,Samsung,UN65NU7100,,UN65NU7100GCDF,,,,"65 """,LED,,,,,,,,Sí,Usado,Series 7,,,,,,,,4K,,,,,,,,,,,Sí,,,,Sí,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,
611,MLA898177219,MLA,Smart Tv 55 Pulgadas Samsung Un55nu7100gcfv Pantalla Rota,,415834705,MLA1002,,16822.62,16822.62,,ARS,1,1,0,buy_it_now,gold_special,2020-11-21T05:38:26.000Z,2040-11-16T04:00:00.000Z,used,https://articulo.mercadolibre.com.ar/MLA-898177219-smart-tv-55-pulgadas-samsung-un55nu7100gcfv-pantalla-rota-_JM,807692-MLA44558425756_012021,http://http2.mlstatic.com/D_807692-MLA44558425756_012021-I.jpg,https://http2.mlstatic.com/D_807692-MLA44558425756_012021-I.jpg,,True,[],me2,[],,True,False,drop_off,False,none,General Rodríguez,AR-B,Buenos Aires,AR,Argentina,,,TUxBQ0dFTjk2MmVl,General Rodríguez,TUxBUEdSQWVmNTVm,Bs.As. G.B.A. Oeste,1029037475,,[],[],,[],active,[],"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",Sin garantía,MLA15283082,MLA-TELEVISIONS,,,[],False,2020-11-21T05:38:26.000Z,2021-02-24T16:08:56.441Z,0.71,False,WARRANTY_TYPE,Tipo de garantía,6150835,Sin garantía,,,,,,,,,,,,,,,,,,,MLA898177219-3061808697,,,,,,,,Samsung,UN55NU7100,"Control remoto,Cable de alimentación",UN55NU7100GCZB,16:9,Negro,5.92 cm,"55 """,LED,,3,71.42 cm,"Youtube,Netflix,Web browser",No,No,Sí,Sí,Usado,Series 7,3160 px - 2140 px,20 W,Tizen,,,,,4K,,"Ultra Surround,DTS",2,2,100V/240V,17.3 kg,123.83 cm,,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,1,,,Sí,,,,,,,,,Mercado Libre,,,4,,,,,,,No,,TUxBQ0dFTjY4NTg,,,,,,Sí,Sí,Sí,[],,,,,,,,,,,,,,,,,,,
612,MLA908999313,MLA,Smart Tv LG Oled55b7p 4k 55 ,,57556659,MLA1002,,220000.0,220000.0,,ARS,1,1,0,buy_it_now,gold_special,2021-02-20T14:19:57.000Z,2041-02-15T04:00:00.000Z,used,https://articulo.mercadolibre.com.ar/MLA-908999313-smart-tv-lg-oled55b7p-4k-55-_JM,712156-MLA44945932601_022021,http://http2.mlstatic.com/D_712156-MLA44945932601_022021-I.jpg,https://http2.mlstatic.com/D_712156-MLA44945932601_022021-I.jpg,,True,[],me2,[],,True,False,drop_off,False,none,La Cumbre,AR-X,Córdoba,AR,Argentina,TUxBQkxBQzE3NjVa,La Cumbre,TUxBQ1BVTjkyMmI4,Punilla,TUxBUENPUmFkZGIw,Córdoba,132047654,,[],[],,[],active,[],"['immediate_payment', 'cart_eligible']",Sin garantía,MLA13334285,MLA-TELEVISIONS,,,[],False,2021-02-20T14:19:57.000Z,2021-03-10T12:23:56.000Z,0.71,False,WARRANTY_TYPE,Tipo de garantía,6150835,Sin garantía,,,,,,,,,,,,,,,,,,,MLA908999313-3245870430,,,,,,,,LG,OLED55B7P,"Control remoto,Baterías,Cable de alimentación",,16:9,Negro,4.8 cm,"55 """,OLED,,4,71.3 cm,,No,No,No,Sí,Usado,,3840 px - 2160 px,20 W,webOS,,,,,4K,,"Dolby digital,Surround",2,3,,16.19 kg,122.9 cm,,,Sí,Sí,Sí,,Sí,Sí,Sí,4,,,Sí,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,
613,MLA911357941,MLA,Led 55 PuLG 4 K Hitachi Impecable ,,18882336,MLA1002,,50000.0,50000.0,,ARS,1,1,0,buy_it_now,gold_special,2021-03-10T20:18:30.000Z,2041-03-05T04:00:00.000Z,used,https://articulo.mercadolibre.com.ar/MLA-911357941-led-55-pulg-4-k-hitachi-impecable-_JM,939383-MLA45158896365_032021,http://http2.mlstatic.com/D_939383-MLA45158896365_032021-I.jpg,https://http2.mlstatic.com/D_939383-MLA45158896365_032021-I.jpg,,True,[],me2,[],,True,False,drop_off,False,none,florida,AR-B,Buenos Aires,AR,Argentina,TUxBQkZMTzU5Mzla,Florida,TUxBQ1ZJQ2E3MTQz,Vicente López,TUxBUEdSQWU4ZDkz,Bs.As. G.B.A. Norte,177457081,,[],[],,[],active,[],"['good_quality_picture', 'immediate_payment', 'cart_eligible']",Sin garantía,MLA9005942,MLA-TELEVISIONS,,,[],False,2021-03-10T20:18:30.000Z,2021-03-11T00:22:40.466Z,0.62,False,WARRANTY_TYPE,Tipo de garantía,6150835,Sin garantía,,,,,,,,,,,,,,,,,,,MLA911357941-3300024527,,,,,,,,Hitachi,CDH-LE554KSMART12,"Control remoto,Cable de alimentación",Rf1002501225925,16:9,Negro,7.5 cm,"55 """,LED,,3,72.2 cm,"Youtube,Netflix,Web browser",No,No,Sí,Sí,Usado,Led 4k,3840 px - 2160 px,16 W,,,,,,4K,,,2,2,100V/240V,13.6 kg,124.8 cm,,,Sí,Sí,Sí,,,Sí,Sí,7,,,,,,,,,,280 cd/m²,4000:1,,178°,,,,,6.5 ms,,,178°,No,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,
614,MLA906096397,MLA,Tv Philips 14 Pulgadas Con Control Remoto,,19281787,MLA1002,,2300.0,2300.0,,ARS,1,1,0,buy_it_now,gold_special,2021-01-28T13:49:30.000Z,2041-01-23T04:00:00.000Z,used,https://articulo.mercadolibre.com.ar/MLA-906096397-tv-philips-14-pulgadas-con-control-remoto-_JM,970013-MLA43449853297_092020,http://http2.mlstatic.com/D_970013-MLA43449853297_092020-I.jpg,https://http2.mlstatic.com/D_970013-MLA43449853297_092020-I.jpg,,True,[],me2,[],,True,False,xd_drop_off,False,none,Capital,AR-C,Capital Federal,AR,Argentina,,,TUxBQ0NBUGZlZG1sYQ,Capital Federal,TUxBUENBUGw3M2E1,Capital Federal,97016046,,[],[],,[],active,[],"['incomplete_technical_specs', 'immediate_payment', 'cart_eligible']",Sin garantía,,MLA-TELEVISIONS,MLA898051364,,[],False,2021-01-28T13:49:30.000Z,2021-02-16T16:51:38.000Z,0.57,False,WARRANTY_TYPE,Tipo de garantía,6150835,Sin garantía,,,,,,,,,,,,,,,,,,,MLA906096397-3199985304,,,,,,,,Philips,?,,,,,,"14 """,CRT,,,,,,,,No,Usado,,,,,,,,,4K,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,
615,MLA908736314,MLA,Tv LG Oled 55 B8 ,,89591688,MLA1002,,299999.0,299999.0,,ARS,1,1,0,buy_it_now,gold_special,2021-02-18T00:16:03.000Z,2041-02-12T04:00:00.000Z,used,https://articulo.mercadolibre.com.ar/MLA-908736314-tv-lg-oled-55-b8-_JM,913032-MLA44917949522_022021,http://http2.mlstatic.com/D_913032-MLA44917949522_022021-I.jpg,https://http2.mlstatic.com/D_913032-MLA44917949522_022021-I.jpg,,True,[],me2,[],,True,False,xd_drop_off,False,none,"C.A,B.A",AR-C,Capital Federal,AR,Argentina,TUxBQlZJTDcwOTla,Villa Urquiza,TUxBQ0NBUGZlZG1sYQ,Capital Federal,TUxBUENBUGw3M2E1,Capital Federal,160400597,,[],[],,[],active,[],"['immediate_payment', 'cart_eligible']",Sin garantía,MLA15403073,MLA-TELEVISIONS,,,[],False,2021-02-18T00:16:03.000Z,2021-03-11T19:13:52.900Z,0.5,False,WARRANTY_TYPE,Tipo de garantía,6150835,Sin garantía,,,,,,,,,,,,,,,,,,,MLA908736314-3240274516,,,,,,,,LG,OLED55B8,"Control remoto,Baterías,Cable de alimentación",OLED55B8SLC,16:9,,4.7 cm,"55 """,OLED,,4,70.7 cm,"Youtube,Netflix,Web browser",,,,Sí,Usado,AI ThinQ,3840 px - 2160 px,20 W,webOS,,,,,4K,,Dolby audio,,3,100V/240V,16.3 kg,122.8 cm,,Sí,Sí,Sí,Sí,,,Sí,Sí,3,,,Sí,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,
616,MLA910852542,MLA,Samsung Qn65q9fam Televisor Qled Inteligente 4k Ultra Hd De ,,438929069,MLA1002,,300000.0,300000.0,,ARS,1,1,0,buy_it_now,gold_special,2021-03-07T01:44:32.000Z,2041-03-01T04:00:00.000Z,used,https://articulo.mercadolibre.com.ar/MLA-910852542-samsung-qn65q9fam-televisor-qled-inteligente-4k-ultra-hd-de-_JM,787011-MLA45116587399_032021,http://http2.mlstatic.com/D_787011-MLA45116587399_032021-I.jpg,https://http2.mlstatic.com/D_787011-MLA45116587399_032021-I.jpg,,True,[],not_specified,[],,True,False,not_specified,False,none,Once,AR-C,Capital Federal,AR,Argentina,TUxBQlBBTDI1MTVa,Palermo,TUxBQ0NBUGZlZG1sYQ,Capital Federal,TUxBUENBUGw3M2E1,Capital Federal,1127910392,,[],[],,[],active,[],"['good_quality_picture', 'incomplete_technical_specs', 'immediate_payment']",Sin garantía,,MLA-TELEVISIONS,,,[],False,2021-03-07T01:44:32.000Z,2021-03-07T01:46:41.934Z,0.6,False,WARRANTY_TYPE,Tipo de garantía,6150835,Sin garantía,,,,,,,,,,,,,,,,,,,MLA910852542-3291288197,,,,,,,,Samsung,QN65Q9FAM,,,,,,"65 """,QLED,,,,,,,,,Usado,,,,,,,,,4K,,,,,,,,,,,,Sí,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,
617,MLA911280815,MLA,Televisor Samsung 65  Smart 4k Uhd Tv,,32168117,MLA1002,,82999.0,82999.0,,ARS,1,1,0,buy_it_now,gold_pro,2021-03-10T13:29:53.000Z,2041-03-05T04:00:00.000Z,used,https://articulo.mercadolibre.com.ar/MLA-911280815-televisor-samsung-65-smart-4k-uhd-tv-_JM,829073-MLA44546177918_012021,http://http2.mlstatic.com/D_829073-MLA44546177918_012021-I.jpg,https://http2.mlstatic.com/D_829073-MLA44546177918_012021-I.jpg,,True,[],not_specified,[],,True,False,not_specified,False,none,Córdoba,AR-X,Córdoba,AR,Argentina,,,TUxBQ0NBUGNiZGQx,Córdoba,TUxBUENPUmFkZGIw,Córdoba,171251261,,[],[],,[],active,[],"['good_quality_picture', 'immediate_payment']",Sin garantía,MLA16058454,MLA-TELEVISIONS,,,[],False,2021-03-10T13:29:53.000Z,2021-03-10T16:33:10.096Z,0.8,False,WARRANTY_TYPE,Tipo de garantía,6150835,Sin garantía,,,,,,,,,,,,,,,,,,,MLA911280815-3299148156,,,,,,,,Samsung,UN65RU7400,"Control remoto,Baterías,Cable de alimentación",UN65RU7400KXZL,16:9,Negro,6.02 cm,"65 """,LED,,3,83.73 cm,"Web browser,Netflix,Youtube,Prime Video,Google Apps,Apple TV,Spotify,Facebook Video,Deezer",No,,,Sí,Usado,Series 7,3840 px - 2160 px,20 W,,,,,,4K,,Dolby digital plus,2,2,100V/240V,25.1 kg,145.75 cm,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,2,,Bixby,Sí,,,,,,,,,,,,,,,,,,,,,TUxBQ0NBUGNiZGQx,,,,,,,,,[],,,,,,,,,,,,,,,,,,,
618,MLA825424071,MLA,Smart Tv Smart Tv Philips 49pfg5101 Pantalla Rota,,415834705,MLA1002,,11563.4,11563.4,,ARS,1,1,0,buy_it_now,gold_special,2019-11-14T22:29:03.000Z,2039-11-09T04:00:00.000Z,used,https://articulo.mercadolibre.com.ar/MLA-825424071-smart-tv-smart-tv-philips-49pfg5101-pantalla-rota-_JM,692256-MLA32885999678_112019,http://http2.mlstatic.com/D_692256-MLA32885999678_112019-I.jpg,https://http2.mlstatic.com/D_692256-MLA32885999678_112019-I.jpg,,True,[],me2,[],,False,False,drop_off,False,none,General Rodríguez,AR-B,Buenos Aires,AR,Argentina,,,TUxBQ0dFTjk2MmVl,General Rodríguez,TUxBUEdSQWVmNTVm,Bs.As. G.B.A. Oeste,1029037475,,[],[],,[],active,[],"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",Sin garantía,MLA11008634,MLA-TELEVISIONS,,,[],False,2019-11-14T22:29:04.000Z,2021-03-06T03:27:19.000Z,0.71,False,WARRANTY_TYPE,Tipo de garantía,6150835,Sin garantía,,,,,,,,,,,,,,,,,,,MLA825424071-2390698369,,,,,,,,philips 49pfg5101,philips 49pfg5101,"Control remoto,Baterías,Cable de alimentación",49PFG5101/77,16:9,Negro,8.2 cm,"49 """,LED,,2,63.2 cm,,No,Sí,No,Sí,Usado,5000 Series,1920 px - 1080 px,16 W,,,,,,4K UHD,,,,1,120V/220V,10.3 kg,109.9 cm,Sí,,Sí,Sí,Sí,,,Sí,,2,,,,,,,,Argentina,,280 cd/m²,,Mercado Libre,,,,,,,,,,,,TUxBQ0dFTjY4NTg,,,,,,,,,[],,,,,,,,,,,,,,,,,,,
